NAME	Other	Non-inflammatory_Macrophage	alpha-beta_T_Cells	Inflammatory_Macrophage	NK-like_Cells	gamma-delta_T_Cells	Mature_B_Cells	Plasma_Cells
GPR137B	1	95.2158341347621	1	1	1	1	1	1
GPR171	1	1	105.40020731314	1	1	1	1	1
GPR183	1	1	1	114.348745072711	1	1	222.542543043873	1
GPR34	1	132.478424719908	1	92.0715288374247	1	1	1	1
GPR65	1	84.5171906949054	92.4953231039935	1	93.6796547654786	229.058590331158	1	1
GPRC5C	62.5459235339873	1	1	1	1	1	1	1
GPT	96.1998546848849	1	1	1	1	1	1	1
GPX1	489.963896639551	4492.62281050726	158.891665967135	3092.67482840995	131.693164368614	142.947230589711	250.957329101779	293.621842880036
GPX2	298.406161471387	1	1	1	1	1	1	1
GPX3	269.190244009451	1	1	1	1	1	1	1
GRAMD1A	1	1	1	1	87.1245697415601	1	1	1
GRB2	1	186.306125569815	1	110.286348463782	1	1	114.429962336564	91.5617714871141
GRHPR	343.613499938516	1	1	1	1	1	1	1
GRINA	72.5840096968123	162.668212484975	1	123.40345783678	1	1	1	1
GRN	1	744.091969090479	1	659.000615239409	1	1	1	1
GSAP	1	1	1	1	1	112.835911528469	1	1
GSN	1	1	1	85.0420570975904	1	1	1	1
GSTA1	419.458759352924	1	1	1	1	1	1	1
GSTK1	125.063987750922	105.871272567543	203.955818802263	219.304390648466	130.321241868132	136.602450705392	1	1
GSTZ1	139.930146412551	1	1	1	1	1	1	1
GTF2A2	1	1	1	1	64.5164928282822	1	1	73.9312457180997
GTF2H5	71.3653453716024	1	1	1	1	1	1	1
GTF2I	1	88.9632578504983	1	1	1	1	1	1
GTF3A	1	1	201.418760677292	96.1994482359503	174.038808190259	212.441732618214	108.473120941279	210.970868116846
GTF3C6	1	1	1	1	1	1	1	76.5395700070491
GUCD1	56.2677888424198	1	1	1	1	1	1	1
GYG1	1	1	81.7160303967268	1	127.920388276562	1	1	1
GZMA	1	1	961.76237863661	1	1028.90668949079	1307.20428169431	1	1
GZMB	1	1	1	1	1	1270.51071992316	1	1
GZMH	1	1	296.867924784348	1	93.5030181962911	674.273122272387	1	1
GZMK	1	1	578.833482246476	1	841.415103160853	1	1	1
GZMM	1	1	182.42792571563	1	291.746815480059	254.412513829004	1	1
H1FX	1	1	109.922413036923	77.1537469394384	188.776493237839	120.527338237982	1	117.509770946725
H2AFJ	1	205.005306949586	1	131.42110848901	79.2807849099691	1	1	1
H2AFV	1	1	102.537062606738	70.9893359972279	117.758720606948	292.162270824436	1	280.1717355642
H2AFY	1	402.357900689158	1	333.980913312444	78.399376588873	135.174775191684	1	1
H2AFZ	87.8639940375854	241.101620365453	167.995791007188	208.678799144227	229.352806338829	547.383022031294	87.2850469375015	797.668899154311
H6PD	60.8209372266256	1	1	1	1	1	1	1
HAAO	62.2378968970587	1	1	1	1	1	1	1
HABP2	79.134832319468	1	1	1	1	1	1	1
HACD3	57.9669837642819	1	1	1	1	1	1	1
HADH	91.4990583665393	1	1	1	1	1	1	1
HADHA	75.3676428897	1	74.8654524926687	94.6730997824271	71.7368093642653	82.4859280266815	1	1
HADHB	108.768123529062	1	1	1	1	1	1	1
HAGH	66.2772243454567	1	1	1	1	1	1	1
HAMP	1171.40669131529	1	1	1	1	1	1	1
HAO1	102.676741010017	1	1	1	1	1	1	1
HAO2	81.1829506283643	1	1	1	1	1	1	1
HAX1	1	1	90.741952851635	1	1	1	65.4184919980504	150.244297113036
HBA1	1	1	112.967234448597	1	438.71944917473	221.971452952855	4041.24967585483	1
HCK	1	81.0813907071264	1	97.5974690902799	1	1	1	1
HCLS1	1	945.081460732436	130.292692745229	368.508995734591	139.655327024439	134.934009447063	1	1
HCST	1	119.502607326357	1116.17417017149	388.018870322531	1450.69367427553	1238.11522857302	1	1
HDAC1	1	1	1	1	116.576908020242	1	1	1
HDAC7	1	1	1	1	67.1549782426478	1	1	1
HDDC2	1	1	1	1	1	87.8506213703185	1	1
HDGF	62.5501607723434	1	1	1	1	1	1	1
HDLBP	75.0136847061403	1	1	1	1	1	1	130.507541354448
HEBP1	61.5951269914195	1	1	1	1	1	1	1
HEBP2	204.912394437664	1	1	1	1	1	1	1
HELZ	1	1	66.3502171974713	1	112.696942070423	1	1	1
HES1	285.311369760084	1	1	1	1	1	1	1
HEXB	1	1	1	88.8408684886293	1	1	1	1
HGD	201.768945081195	1	1	1	1	1	1	1
HIF1A	1	109.694109687908	1	79.2785367566178	1	1	1	1
HIGD1A	67.9093968939723	1	1	1	1	1	1	1
HINT2	160.274082528645	1	1	1	70.5021548680472	1	1	1
HIPK2	83.242245801925	114.80983571237	1	1	1	1	1	1
HIPK3	1	1	1	70.617460014597	1	1	1	1
HIST1H1C	1	1	1	1	1	1	1	180.551619407199
HIST1H2BG	1	1	1	1	1	1	1	140.674947703438
HIST1H4C	317.813423934296	1	168.3355468768	1	311.411198695512	1037.5473944386	187.674751961516	2532.70905632515
HLA.DMA	1	240.963999650917	1	298.158545120114	1	1	289.187228970519	1
HLA.DMB	1	113.118428641642	1	126.534357471113	1	1	200.116681536797	1
HLA.DPA1	1	1085.98887371555	133.074589423222	1376.76500502945	1	91.0129333884273	960.427596207282	1
HLA.DPB1	1	1380.59493617236	209.9748522837	1689.76592289656	1	192.509074630982	1295.03452023725	1
HLA.DQA1	1	259.630467157424	1	326.598988065151	1	1	564.689143274593	1
HLA.DQA2	1	1	1	1	1	1	117.420847743168	1
HLA.DQB1	1	177.848171887744	99.6585980215785	362.716072557296	1	1	900.390511670493	1
HLA.DRA	1	3592.60712628016	1	3146.72425990969	1	1	3688.28150551851	82.1807114830366
HLA.DRB1	1	1085.52077061429	168.613780779815	1280.7469065528	1	122.3044719269	990.769362437392	1
HLA.DRB5	1	445.637973137003	1	518.103635511766	1	1	285.447469705006	1
HLA.F	1	1	208.340824397259	1	207.22216148483	268.262167619531	109.363819333184	1
HM13	1	1	1	1	1	1	1	188.662166962811
HMGA1	1	1	1	1	1	1	1	218.337814379502
HMGB2	1	1	198.979846218769	262.956582669773	160.962134745376	1054.87281065329	1	384.833077205152
HMGCL	60.3130358777721	1	1	1	1	1	1	1
HMGCS1	193.257673973111	1	1	1	1	1	1	1
HMGCS2	433.606350603672	1	1	1	1	1	1	1
HMHA1	1	1	110.819646749493	1	106.327614592178	75.84938187654	1	1
HMOX1	1	1977.59979787499	1	260.658934510607	1	1	1	1
HMOX2	1	1	86.9020222971628	1	85.4036974661231	104.689267953999	1	1
HN1	1	90.3774222471958	1	88.8022440752965	1	125.115526543971	1	191.704825489113
HNF4A	64.5027929294386	1	1	1	1	1	1	1
HNMT	53.7439563538853	290.349524565508	1	132.513967788651	1	1	1	1
HNRNPA0	1	1	205.17923422186	87.9575472067093	212.356639631032	224.648790725225	191.466520938499	66.5691399172544
HNRNPAB	1	1	1	1	1	1	1	107.921636341208
HNRNPD	1	1	83.4378068809854	98.4506508839921	118.452829053662	106.185988605806	80.8455819117823	152.780048046348
HNRNPR	1	1	73.7560974439685	1	72.7019430924271	108.878558333867	1	65.187610408605
HNRNPUL1	1	1	99.7036896806472	1	125.19827748701	98.5343583310388	1	1
HOPX	1	1	176.985993487135	1	111.235587935735	673.682774648561	1	1
HP1BP3	1	1	89.2859819262801	1	91.4795868014855	118.101348733384	102.913421351533	1
HPD	556.470036669616	1	1	1	1	1	1	1
HPGD	77.5906023122726	1	1	1	1	1	1	1
HPN	166.354614871414	1	1	1	1	1	1	1
HPR	162.975960631024	1	1	1	1	1	1	1
HRG	168.564109563677	1	1	1	1	1	1	1
HRSP12	321.505125768427	1	1	1	1	1	1	1
HSBP1	70.8902793509892	173.216860395085	1	128.803382624877	1	1	1	85.0143941417074
HSD11B1	234.109336611201	1	1	1	1	1	1	1
HSD17B10	153.401081582183	1	1	1	1	1	1	70.1201256594481
HSD17B12	85.8224576262767	1	1	1	1	1	1	1
HSD17B4	79.9060189633321	1	1	1	1	1	1	1
HSD17B6	825.631833982225	1	1	1	1	1	1	1
HSH2D	1	1	1	1	80.7066878019332	95.6740783249961	1	1
HSP90B1	462.872570495235	321.723842921385	113.338480331009	193.137182904162	108.248440231252	133.356455578467	1	2390.60626285853
HSPA1A	1	286.276112189652	220.784331719441	251.051970178424	296.220568934694	152.380355791402	1	1
HSPA5	157.503837755151	78.5270509859842	102.580107190199	104.138292375573	111.201122055748	132.2942594959	1	464.735826210102
HSPA9	62.3652507417564	1	1	1	1	1	1	1
HSPB1	236.916361750856	104.599705658357	72.9209375194648	96.5583653199071	1	1	1	1
HSPD1	120.835528557247	1	76.7716360359992	1	80.3611875803655	1	112.109692314978	209.221012987619
HSPG2	170.749134885133	1	1	1	1	1	1	1
HULC	393.732448480912	1	1	1	1	1	1	1
HVCN1	1	1	1	1	1	1	73.9662697147568	1
ICAM3	54.6491944669664	1	217.875304088833	1	316.44676550018	176.420114953381	173.176021925134	1
ID1	566.715376281919	1	1	1	1	1	1	1
ID2	301.080184628063	289.212002202051	734.613713148036	301.988154987811	941.347092207066	747.974538154929	1	1
ID3	398.043655947613	1	1	1	1	1	1	1
IDH1	122.120906708568	148.392402292716	1	1	1	1	1	1
IDH2	100.827595444132	1	95.8908271403365	1	78.7767261582216	152.990652225076	1	106.358688204618
IDI1	124.25964895201	1	1	1	83.1400488438279	78.8571155206973	92.4997630666407	1
IDS	1	1	139.108919691711	1	149.129214391808	113.374495352524	1	1
IER3	1	1	1	129.737757164761	1	1	1	1
IER3IP1	1	1	1	1	1	1	1	87.7334811825966
IER5	1	137.196596040581	1	1	1	1	67.6235375661754	1
IFI27	240.377142290427	167.459457732515	1	1	1	1	1	1
IFI27L2	1	92.2122202189569	90.7638924335357	112.167903402241	59.6336962724394	88.3334040482967	1	1
IFI30	1	1	1	189.182375595043	1	1	1	1
IFITM1	1	1	283.811744357204	1	714.538567171861	539.345364927456	1	1
IFNAR2	1	1	1	1	1	1	1	62.1900765890917
IFNG	1	1	133.030740635604	1	151.40383556869	138.245208321173	1	1
IFNGR1	1	275.106402185613	95.6730123392639	194.901902575012	1	1	1	1
IFNGR2	1	1	1	111.32065363471	1	1	84.1160260429112	1
IFRD1	1	1	83.7522808612084	1	124.129021239861	1	1	1
IFT57	1	1	1	1	1	1	88.6374299675556	1
IGBP1	1	1	67.0631641930992	76.5895205725389	80.8153073252197	1	1	1
IGF1	78.7767887238528	1	1	1	1	1	1	1
IGF2	217.19153928103	1	1	1	1	1	1	1
IGFBP1	405.203988012317	1	1	1	1	1	1	1
IGFBP2	250.657798791594	1	1	1	1	1	1	1
IGFBP4	325.102724484834	1	1	1	1	1	1	1
IGFBP7	716.589181904893	1	1	103.535511421757	1	199.981041014432	1	1
IGHA1	1	1	1	1	1	1	230.83293879616	21128.3082777737
IGHA2	1	1	1	1	1	1	1	4346.4302795851
IGHD	1	1	1	1	1	1	319.793125024916	1
IGHG1	1	1	1	1	1	1	273.461029958826	14586.3738848545
IGHG2	1	1	1	1	1	1	1	5714.03593167954
IGHG3	1	1	1	1	1	1	1	11056.9704166205
IGHG4	1	1	1	1	1	1	1	4488.08417409498
IGHGP	1	1	1	1	1	1	1	2126.94843710847
IGHM	1	1	1	1	1	1	685.68605931265	28440.5304043518
IGKC	470.685664565492	835.306808822553	316.443676264035	725.249082512966	358.459333219674	365.727307615355	4288.42189270941	109040.000251018
IGKV1.12	1	1	1	1	1	1	1	418.832532898896
IGLC2	1	1	453.726066803663	1	86.6579925334527	110.545671419978	1570.58840751717	45090.8542260059
IGLC3	1	1	1	1	1	1	668.989758259351	33181.8787725864
IGLL5	1	1	1	1	1	1	1	915.13572720261
IGLV6.57	1	1	1	1	1	1	1	362.849065883615
IGSF6	1	249.756268111684	1	160.236430130472	1	1	1	1
IK	1	1	72.3718225446196	1	87.6187124783425	1	1	1
IKZF1	1	1	108.974661859203	1	99.6866321475191	143.58576120401	1	1
IKZF3	1	1	147.723320010012	1	196.32511180014	78.1487957436841	115.861042697525	1
IL10RA	1	157.863231642582	1	78.1624625715087	1	81.9150020054379	1	1
IL13RA1	63.9065953690506	1	1	88.6569249905613	1	1	1	1
IL16	1	122.430060217882	121.666805414011	1	142.793230674222	102.130554544303	121.421528443271	208.035670696772
IL18	1	217.853148169358	1	123.440217771212	1	1	1	1
IL1B	1	1	1	128.925863179838	1	1	1	1
IL1R2	1	1	1	285.410001675738	1	1	1	1
IL1RAP	101.072202825199	1	1	1	1	1	1	1
IL27RA	1	1	1	1	79.6105743784829	1	1	1
IL2RB	1	1	1	1	676.770865101101	184.128509976248	1	1
IL2RG	1	1	192.298048728037	1	165.923836995377	269.374081952181	90.7973421477033	1
IL32	1	1	1590.15705299357	1	630.060002385319	900.524054874656	1	1
IL6ST	300.410442338606	1	1	1	1	1	1	1
IL7R	1	1	587.323213652542	1	1	1	1	1
ILF2	1	1	1	1	1	1	1	73.9015837272157
ILF3.AS1	1	1	141.835102096202	1	155.65932935032	146.335949729515	118.449346539571	1
IMP3	1	1	85.8825881890943	1	1	1	1	1
IMPDH2	1	1	1	1	1	1	74.8341482694783	1
INPP5D	1	1	1	1	118.895102712967	104.886184104827	67.7591264477556	1
INSIG1	311.483702312676	1	1	1	1	1	1	1
INSR	142.808535793437	1	1	1	1	1	1	1
INTS6	1	1	89.4832759213651	1	1	1	1	1
IQGAP1	1	404.074567039101	104.565493568139	265.675546333874	155.40012430828	123.320413940637	1	1
IQGAP2	80.2629410411847	116.728308963758	1	74.5237384307614	93.0389766030804	88.4467512200405	1	1
IRAK3	1	1	1	98.1843907894197	1	1	1	1
IRF1	1	1	202.784581119297	1	224.863554307264	243.809679210966	1	1
IRF2BP2	79.5722818153674	81.5249039288216	1	89.1523790624723	1	1	1	1
IRF2BPL	1	1	1	1	84.7678229311747	1	1	1
IRF3	1	1	1	1	77.9859152500966	1	1	1
IRF8	1	1	1	1	124.830844872324	1	258.569620129278	1
IRS2	1	1	1	122.226794703247	1	1	1	1
ISCU	1	81.0439555532551	119.825934934145	1	72.0865451247485	1	124.735411188982	159.047200453766
ISG20	1	1	273.911053537034	1	254.079731782783	326.859938096966	288.786987319669	741.727896730586
ISOC2	89.5987354740142	1	1	1	1	1	1	80.8842331342483
ITGA4	1	1	1	1	81.4517495129006	1	1	1
ITGAE	1	1	1	1	97.5410679378315	1	1	83.5229138496328
ITGAL	1	1	71.0625838463997	1	110.560665064757	91.8457282328067	1	1
ITGAM	1	1	1	111.00554661257	1	1	1	1
ITGB2	1	158.246185111401	247.562613873081	433.411677335482	446.67656787669	597.638557665385	1	1
ITIH1	479.198251247196	1	1	1	1	1	1	1
ITIH2	182.714697946962	1	1	1	1	1	1	1
ITIH3	522.526069485585	176.295919566273	1	1	1	1	109.141643958718	291.978015496928
ITLN1	1	231.434684824803	1	1	1	1	1	1
ITM2A	1	1	136.544558113968	1	77.8117795437571	103.413464688242	1	1
ITM2B	576.806385474264	2435.18351272589	540.883874878907	945.84580715538	564.883399312013	453.827122176574	168.181246453175	194.547473010437
ITM2C	1	1	1	1	1	1	1	381.987863374167
IVNS1ABP	1	138.294700032962	1	1	1	1	1	1
JAML	1	1	116.784115674812	110.76840335696	1	1	1	1
JCHAIN	1	1	1	1	1	1	325.81210980925	9360.57246158645
JMJD1C	1	1	1	83.9064990749036	1	1	76.5691052362976	1
KARS	1	1	88.2567745716092	1	1	1	1	1
KCNMA1	1	95.0153089315491	1	1	1	1	1	1
KCTD12	1	328.78732762175	1	245.441306202326	1	1	1	1
KDELR1	1	1	1	1	1	1	1	149.426435386896
KDELR2	148.659878309113	1	1	1	78.6486953017596	1	1	302.165019323655
KHDRBS1	1	1	87.3910335218334	85.7570088010935	89.3779430198693	85.301173751294	1	1
KHK	154.560864148839	1	1	1	1	1	1	1
KIAA0101	1	1	1	1	1	157.259353420036	1	198.049562485424
KIAA0125	1	1	1	1	1	1	65.4863340001828	85.7440644213458
KIAA1551	1	1	72.7468443588779	1	1	1	1	1
KIF22	211.569305310287	1	1	1	1	1	1	1
KLF13	1	1	1	1	1	93.2144336102178	1	86.9142038422209
KLF2	1	156.824048577354	132.364796432989	167.500755050697	178.47227354221	475.120669274759	538.509428100288	1
KLF4	1	169.101591592938	1	150.755615601978	1	1	1	1
KLF9	74.0860238754905	1	1	1	1	1	1	1
KLKB1	100.322926059525	1	1	1	1	1	1	1
KLRB1	1	1	2083.67866427236	1	3776.59641420961	1596.94952981009	1	1
KLRC1	1	1	1	1	696.551390689251	255.951810216228	1	1
KLRD1	1	1	456.936426034957	1	1518.40199469758	1287.05617738603	1	1
KLRF1	1	1	1	1	1142.26738982973	717.644693702311	1	1
KLRG1	1	1	257.755071620818	1	1	148.661753764819	1	1
KMT2E	1	1	159.221952973031	1	158.165964052706	149.035397998915	140.223420811147	1
KNG1	749.326929499153	1	1	1	1	1	1	1
KPNA2	1	1	1	1	1	1	1	71.1956715276633
KPNB1	1	1	90.5510964410525	1	71.747576145127	98.1228051963189	1	83.079472915882
KRT10	99.8496674578584	1	116.333165297434	1	156.388660805488	112.691882862557	72.5198753212017	162.196434151197
KRT18	294.801337488359	1	1	1	1	1	1	1
KRT8	153.77637972323	1	1	1	1	1	1	1
KRTCAP2	100.402932615882	1	154.105221988381	105.675313574286	85.3180869834547	132.742797872966	71.145190573467	214.702250059136
LAMP1	139.504224329994	205.175584447954	88.3891103540835	128.618834290619	115.486949648498	145.04605754852	1	1
LAMP2	71.4355930524821	122.819888338622	1	1	1	1	1	1
LAMTOR1	1	131.207512077398	106.921503184213	156.180669327831	113.298434100978	128.356233154057	65.6840573185893	1
LAMTOR2	115.401803640911	1	1	148.489446475848	76.4497336468374	1	1	64.9094079065652
LAPTM4A	261.894796560345	227.566546735186	1	216.075449076341	1	1	97.0686458228028	1
LAPTM5	1	648.729538784216	365.14958566353	850.50066478625	226.096448786626	335.158516932057	832.426987925735	106.825925920573
LARP7	63.8806268272069	79.5306278178136	1	1	84.3959367131124	1	1	1
LASP1	1	108.112238976351	1	1	101.061256896191	1	1	1
LAT	1	1	124.931528665367	1	99.9041962501758	104.993519675924	1	1
LAT2	1	1	1	1	156.163677520426	1	1	1
LBH	1	1	142.175024144372	1	154.865561115832	130.561619381829	86.4490867576129	1
LBP	158.588958814071	1	1	1	1	1	1	1
LCAT	69.8035151307356	1	1	1	1	1	1	1
LCK	1	1	300.540398337137	1	147.424159841436	249.577005451886	1	1
LCP1	1	345.315322002744	235.924781221657	273.13461654565	255.653115313978	280.182522266201	1	1
LCP2	1	119.967655636122	78.4573007804046	1	92.104134157829	1	1	1
LDHB	1	1	310.603965068025	143.289136525142	152.2135792921	226.104737213528	140.485540923187	392.652834445581
LDLR	56.8233297861228	1	1	1	1	1	1	1
LEAP2	621.519737608492	1	1	1	1	1	1	1
LEPR	68.2813748549146	1	1	1	1	1	1	1
LEPROT	1	89.1352208998592	1	1	1	1	1	1
LEPROTL1	1	1	141.018952014507	1	69.1560143520935	73.9929948525831	1	1
LGALS1	334.130277933196	922.739105424764	138.497458140534	2421.63038693016	1	418.315239415417	1	568.637057258019
LGALS3	1	148.277595125256	1	207.280364167355	1	1	1	1
LGALS8	1	102.522385931265	1	1	1	1	1	1
LGALS9	1	211.29249150159	1	142.147393236918	1	1	1	1
LGMN	1	600.62712741021	1	1	1	1	1	1
LIFR	294.283015271076	1	1	1	1	1	1	1
LILRB2	1	96.2653107633179	1	119.116312739237	1	1	1	1
LILRB5	1	217.001147921239	1	1	1	1	1	1
LIMD2	1	66.899841063717	200.64260460507	147.253496635293	283.783774800909	283.178093950155	325.262072995549	1
LIMS1	1	159.17833121975	1	104.726926301413	1	1	1	1
LINC00116	84.4441621540029	1	1	1	1	1	1	1
LINC00152	1	1	206.890566445333	85.4584428931647	112.358430797352	130.064548171545	1	286.27679086986
LINC00261	165.874905229302	1	1	1	1	1	1	1
LINC00657	76.3134827316795	102.117544273977	1	82.4591543211079	1	1	1	1
LINC00844	349.449594743026	1	1	1	1	1	1	1
LINC00861	1	1	89.2870169451431	1	97.226300860679	108.467692169453	1	1
LINC00869	1	1	68.4420061139478	1	87.1747068200228	85.9462720402986	1	1
LINC00926	1	1	1	1	1	1	261.472586828938	1
LINC00936	1	95.7811151723246	1	238.028117891222	1	1	1	1
LINC01272	1	356.426713375812	1	132.58048405231	1	1	1	1
LINC01485	83.960602210012	1	1	1	1	1	1	1
LIPA	1	1437.34628492342	1	305.382880445995	1	1	1	1
LITAF	1	110.049764778649	138.782093932149	118.624237982105	143.731853371956	344.04311379984	1	1
LMAN1	150.867586890179	1	1	1	1	1	1	307.085073411982
LMAN2	80.895014108379	1	104.380774752148	1	101.832248450365	126.961233664327	1	253.0887196375
LMNA	81.5416979112421	1	1	1	1	1	1	1
LMO4	1	120.587681328748	1	1	100.408785307674	1	1	122.267691998348
LNPEP	1	1	1	1	83.1845061486299	1	1	1
LONP2	69.6412540986419	1	1	1	1	1	1	1
LPAR6	1	1	1	1	80.7164692664557	1	1	1
LPCAT1	1	1	1	1	79.8690905577727	1	1	1
LPIN1	1	1	1	1	100.312744390554	1	1	1
LPXN	1	1	1	1	70.7257912448262	1	1	1
LRG1	304.803249019908	1	1	1	1	1	1	1
LRP1	64.5488850912681	95.1239337522462	1	95.4120338954493	1	1	1	1
LRPAP1	1	1	1	1	1	1	1	108.88290280543
LRRC59	1	1	1	1	1	1	1	151.514981770371
LSM10	1	1	1	1	1	1	94.6669990325878	1
LSM14A	1	1	77.1115487808946	1	90.5722134172429	1	1	1
LSM2	1	1	75.3960095166238	1	94.6453810041697	76.1938005294691	86.2804156271312	67.6547335564346
LSM4	1	1	70.4043246362993	1	1	89.4861250603374	1	80.6041014860626
LSM5	101.447949912064	1	73.2360339409601	1	93.041272367225	132.098500734617	108.144424318451	196.846593523057
LSM6	1	1	64.5492185863286	1	1	1	1	1
LSM7	1	1	114.866422350959	88.7151067762328	114.759484945773	106.352147395309	144.012702327509	198.647108003345
LSP1	1	1	224.046901834919	123.615941823215	368.521193825073	397.616949268212	104.339194802922	189.704045457621
LST1	1	1090.00183203498	1	957.747192751207	1	1	1	1
LTA4H	1	1	1	233.751563264603	1	1	82.5384852719073	1
LTB	1	1	558.039683246192	1	1	1	1278.85646684194	1
LUC7L3	1	1	88.2825467823529	1	122.376165801719	101.614154448765	65.8883470395716	1
LY6E	145.707458949936	1	252.976630897349	1	424.22534880495	496.692291034625	151.808042833147	1
LY86	1	72.7646790443511	1	122.433452686183	1	1	150.036540688996	1
LY9	1	1	1	1	1	1	110.627353490844	1
LY96	1	712.636614471333	1	233.510216738931	1	1	1	1
LYAR	1	1	227.59044787129	1	1	368.177309693078	1	1
LYN	1	126.592791326873	1	97.5329985223764	1	1	84.101403760499	1
LYPLA1	1	1	1	73.5744891369345	1	1	1	1
LYVE1	1	681.566326002347	1	1	1	1	1	1
LYZ	1	295.494252701617	1	3824.27189084915	1	1	1	1
M6PR	1	107.03952397097	72.5341782609262	1	1	1	1	1
MACF1	1	1	87.5997173982193	1	97.15500947434	90.0173408935133	1	1
MAF	138.669231030023	710.212474403362	121.513736500247	134.770387214982	1	1	1	1
MAF1	1	1	79.0199058417222	1	110.930397210356	87.8437372807437	81.1391305997995	1
MAFB	1	660.748076407201	1	499.481900793181	1	1	1	1
MAN1A1	112.819574467539	1	1	1	1	1	1	79.1206045550809
MANF	56.3758041269775	1	1	1	1	1	1	426.07117147656
MAOA	68.6010130723085	1	1	1	1	1	1	1
MAOB	81.0061759120342	1	1	1	1	1	1	1
MAP1LC3B	1	86.0280773927123	103.269478465882	91.149133030472	124.798583660649	131.906152701275	1	1
MAP2K1	55.7724905934186	1	1	1	1	1	1	1
MAP2K2	1	1	1	1	82.5870932848228	1	1	1
MAP3K1	1	1	1	1	1	1	70.5378278270242	1
MAP3K8	1	87.5411749184321	1	1	80.9469618508875	1	1	1
MAPK1	1	1	81.7066712980924	1	387.016005703886	245.7726193676	1	1
MARCH1	1	203.106407234171	1	138.36989157749	1	1	229.892105387285	1
MARCH6	1	1	1	1	1	1	62.8077354123953	1
MARCH7	1	1	1	1	68.4533115821376	1	1	1
MARCKS	1	221.568584871158	1	182.435267256081	1	1	103.683304771084	1
MARCKSL1	1	1	1	1	1	1	70.3879347829057	1
MARCO	1	2809.71837934376	1	1	1	1	1	1
MASP2	226.562171781385	1	1	1	1	1	1	1
MAT2A	1	1	1	107.061568126742	1	1	1	1
MATK	1	1	137.372093258695	1	337.127002801649	218.054562144358	1	1
MBD2	1	135.152305684813	1	1	1	1	1	1
MBD4	1	1	1	1	1	1	85.8722312664681	1
MBL2	79.5705944207588	1	1	1	1	1	1	1
MBP	1	1	75.5952175880403	1	111.668832266631	145.197322220105	1	1
MCOLN1	1	119.261679084003	1	1	1	1	1	1
MCTP2	1	1	1	1	65.9528171363726	1	1	1
MCTS1	1	1	1	1	1	1	1	86.05734732375
MDH2	87.174716226117	1	97.1558419671503	81.4833722360023	99.4303177685438	92.8287864508565	1	125.087685659073
MDM4	1	1	95.4820196463305	1	112.179986099903	111.761348683665	142.620980651612	1
ME1	1	81.28113458137	1	1	1	1	1	1
ME2	1	103.28243234588	1	1	1	1	1	1
MEAF6	1	1	90.7439623372579	1	94.4322523953506	111.694510712633	1	1
MECP2	1	1	1	1	1	88.026567917735	1	1
MED10	1	1	72.6310186081228	1	88.5979993578566	1	1	1
MED4	1	1	63.7719811652617	1	76.594776730312	1	1	1
MEF2C	1	1	1	180.879365168597	1	1	296.005002837779	128.301377977829
MERTK	1	142.691370007778	1	1	1	1	1	1
MESDC2	1	1	1	1	1	1	1	77.5320657380825
METTL12	1	1	1	1	1	1	1	134.277174054075
METTL7A	449.594102634869	374.601118966219	1	165.23082571512	1	1	71.6454630644334	66.864773071042
METTL9	1	1	113.159358441765	130.582145762601	225.479341616077	74.7751012997224	1	1
MFSD1	1	346.913829642582	1	128.66175568544	1	1	1	1
MFSD2A	110.239447933058	1	1	1	1	1	1	1
MGAT1	1	103.115274095555	1	140.623224867879	1	73.535479045386	1	82.1034337945216
MGEA5	1	1	92.0660053313656	1	123.283291375049	83.6246655928359	75.2988331519559	1
MGMT	176.984269060799	1	1	1	1	78.3555614705039	1	1
MGST1	1785.53994875277	1	1	163.855577151378	1	1	1	1
MGST2	184.290585127606	1	1	77.2217478619116	1	1	1	1
MGST3	151.182113137615	1	84.7685771835269	93.8501180124047	1	1	1	1
MIB2	1	1	1	1	83.4670896407889	1	1	1
MIDN	1	1	1	1	72.8942305671857	88.3661214018444	1	1
MIEN1	1	1	1	1	1	103.258000500625	1	1
MIR4435.2HG	1	1	1	1	1	1	1	163.844423482101
MIR4458HG	96.8433310411414	1	1	1	1	1	1	1
MKI67	1	1	1	1	1	1	1	94.5686795618321
MKKS	65.9668541880703	1	1	1	1	1	1	1
MLEC	68.8816322183852	1	1	1	1	1	1	149.620977312829
MLF2	60.1918670478309	1	1	1	1	1	1	1
MLXIPL	123.610718600129	1	1	1	1	1	1	1
MMAB	73.9951988890645	1	1	1	1	1	1	1
MMADHC	1	84.3161222502679	1	1	70.6592572808049	1	1	1
MNDA	1	1	1	532.966952390336	1	1	1	1
MOB1A	1	114.643464547538	80.0723276333385	126.278944372552	85.0804782475004	95.2401087309683	76.378597309539	1
MORF4L2	80.1057569824357	1	1	1	1	1	1	84.4732945046299
MPC1	139.698181724329	1	1	1	1	1	1	1
MPC2	251.630220671034	1	75.0188915702026	1	1	82.3318595386254	1	1
MPEG1	1	496.192244907511	1	267.869892587608	1	1	1	1
MPG	1	1	1	1	144.831862886711	1	1	1
MPHOSPH8	1	1	145.212730048525	1	125.94954095331	124.215693968343	115.916785289512	66.7455806935581
MPST	234.466803356755	1	1	1	101.658547695862	1	1	1
MRC1	1	592.329143016742	1	142.628850205493	1	1	1	1
MRPL10	1	1	1	1	76.8912443732931	81.6712967334932	1	1
