NAME	CD8+ Cells	Tregs	Non-immune cluster	Nk Cells	CD4+ Cells	B Cells	Myeloid	Mast Cells
JMJD6	261.808056848917	1	1	298.386544033163	205.598718863509	131.788618062613	1	502.286117565518
JSRP1	1	1	1	1	1	294.646703160688	1	1
KCNQ1OT1	1	1	294.762309629558	1	1	150.819058783805	1	1
KCTD12	1	1	1	1	1	1	262.12384033596	1
KDELR1	1	1	245.042762637321	1	1	658.629225241514	155.260556170462	1
KDELR2	1	1	1	1	1	487.519853632066	1	1
KDM2A	1	130.901866482349	1	1	1	1	1	161.202090084977
KDM6B	1	168.892626957872	1	259.070565964815	225.693882334757	1	299.199497580402	303.810746559594
KIAA0125	1	1	1	1	1	331.189128713033	1	1
KIAA1551	227.634465406327	181.502259800969	1	1	323.718827303915	1	1	1
KIF20B	1	197.809466309349	1	1	1	1	1	1
KIT	1	1	1	1	1	1	1	646.07792042194
KLF10	1	1	1	1	1	1	212.515987294601	273.528491904122
KLF13	1	1	1	1	1	271.998088954807	1	1
KLF2	1	1	291.17557113012	1	1	256.115784442535	1	1
KLF4	1	1	297.043903961836	1	1	1	244.535012395267	1
KLRB1	918.859369579195	809.74635217745	1	2119.20333001463	1765.43721892788	397.723268654452	1	1
KLRC1	1	1	1	318.341498065367	1	1	1	1
KLRD1	667.512575655949	1	1	1780.45292374105	1	227.307378238244	1	1
KLRF1	1	1	1	988.784914186746	1	1	1	1
KLRG1	265.058535516138	1	1	230.152489610382	234.977583690265	1	1	286.26351868849
KMT2A	1	1	1	1	1	177.903481063134	1	1
KNG1	1	1	994.01871807144	1	1	1	1	1
KPNA2	323.258601432969	182.166470170945	1	1	1	1	182.893671701207	254.825655144569
KRT10	1	1	1	1	1	170.121903233788	1	1
KRT18	1	1	713.602304026482	1	1	1	1	1
KRT19	1	1	1	1	1	1	1	286.26351868849
KRT8	1	1	581.073485711845	1	1	1	1	1
KTN1	235.489847195303	1	279.799930724606	1	1	230.841494475568	227.494625938563	279.057480974654
KYNU	1	1	1	1	1	1	191.233721711222	1
LAIR2	1	663.916129652553	1	1	1	1	1	1
LAMP1	1	1	1	1	1	1	193.373816294975	1
LARP7	1	176.798006309415	1	1	1	1	136.75519293969	1
LAT	285.333482994047	389.545505854572	1	211.986621050746	351.953673677413	1	1	716.809971210259
LAT2	1	1	1	1	1	1	1	391.76955003915
LAX1	1	1	1	1	1	162.937679648728	1	154.301046205401
LAYN	1	212.749224526964	1	1	1	1	1	1
LBH	388.226280594034	383.990126192498	1	317.033327360057	289.545313488073	1	1	1
LCK	595.580290648487	747.650487632847	1	440.672681389218	556.505683356384	1	1	1
LCP2	1	1	1	1	1	1	221.809380216085	67.832538814846
LDB2	1	1	369.370988977164	1	1	1	1	1
LDLRAD4	1	1	1	1	1	1	221.289491394107	1
LEAP2	1	1	535.806331447747	1	1	1	1	1
LEO1	1	1	1	1	1	1	1	1128.71444438663
LGALS2	1	1	1	1	1	1	537.253401615456	1
LGALS3BP	1	1	1	1	1	1	180.890166359683	1
LGALS4	1	1	614.375865086255	1	1	1	1	1
LGALS9	1	1	1	1	1	1	256.346582840447	1
LGMN	1	1	1	1	1	1	553.425367522673	1
LILRB4	1	1	1	1	1	1	216.380758376842	1
LIMA1	1	1	266.062123010525	1	1	1	1	1
LIMS1	260.4581838901	236.464825354049	1	1	1	1	352.567702139846	151.784405639544
LINC.PINT	222.223815441761	1	1	198.299453298657	298.582739489545	350.330281486278	1	1
LINC00116	1	1	1	1	1	1	158.912848738692	1
LINC00969	1	1	1	1	1	171.462278384831	1	1
LINC00998	1	1	1	1	1	1	244.557312688223	1
LINC01272	1	1	1	1	1	1	213.473382184854	1
LIPA	1	1	1	1	1	1	510.280364907237	495.885392044277
LLPH	1	1	1	1	1	1	1	429.160023953624
LMAN1	1	193.001996756345	205.108327257606	1	1	690.763043487835	1	1
LNPEP	1	1	1	1	1	146.022132708571	1	1
LPAR6	1	1	1	1	244.977728570221	1	1	1
LPCAT2	1	1	1	1	1	1	1	270.888421555655
LPIN2	1	192.813642946151	1	1	1	1	1	1
LPP	1	1	242.069610889161	1	1	1	1	1
LPXN	1	226.473769469119	1	1	242.463966449172	150.807502839052	176.276939088316	1
LRRC59	1	1	1	1	1	284.243956021037	1	685.054247342792
LSM1	204.039669835224	239.612330323286	1	1	1	252.734932394722	1	67.6335945398719
LSM10	1	169.671886802414	1	1	1	273.830502224599	143.35741892905	1
LSM14A	242.555730955911	181.654931904844	1	1	240.406681680779	1	137.207626446971	397.192624378905
LSM6	1	172.841442946695	1	1	1	1	225.253896063404	67.832538814846
LST1	1	172.004266388555	1	1	213.813286466787	1	1174.58459125574	1
LTB	383.197267642983	1706.15809790122	1	259.217879595784	1097.70915629959	148.400313322406	278.666046384812	524.852157257815
LY86	1	1	1	1	1	1	391.899646034952	1
LY9	1	1	1	1	1	200.317275903742	1	1
LY96	1	1	1	1	1	630.395098993246	542.95238351594	1
LYAR	372.848482366414	1	1	476.506778778343	387.53630483906	1	1	1
LYN	1	1	1	1	1	1	142.141986243462	1
LYPLA1	1	1	1	1	1	1	169.734621588039	154.301046205401
LYST	705.187665307619	350.441352171371	1	335.316010549186	1	135.789586733199	1	1
LYZ	1	1	1	1	1	1	1796.73044294981	1
M6PR	1	1	1	1	223.402310288913	1	233.798862285466	405.60767357334
MAF	311.209513767395	454.340582395567	1	1	256.876851435769	1	227.615519410049	1
MAFB	1	1	1	1	1	1	314.125650738091	1
MAGED2	1	1	1	1	1	206.884221424225	1	235.470092065113
MAGEH1	1	286.174507792707	1	1	1	1	1	1
MAGT1	1	1	1	1	1	196.26076705218	1	1
MAN1A1	1	1	1	1	1	183.130388183594	1	1
MANEA	1	1	1	1	1	166.614892601408	1	1
MAOB	1	1	1	1	1	1	1	436.016062069761
MAP3K2	1	1	1	1	1	1	155.917144490835	1
MAP3K8	1	1	1	1	1	1	286.961405560083	1
MAP4	1	1	219.767810917104	1	1	1	1	1
MAPK1	1	1	1	231.772464148929	1	1	1	514.152703280386
MAPKAPK5.AS1	1	1	1	1	1	1	1	419.258882263351
MAPRE1	197.671808631311	240.66127389446	1	1	1	224.099960449396	222.703299325597	499.582225747202
MAPRE2	1	1	1	234.419726373232	1	1	1	1
MARCH1	1	1	1	1	1	1	155.30306414938	1
MARCKS	1	1	1	1	1	1	432.974255101482	1
MAST4	1	168.749597428299	244.058883048855	1	1	1	1	799.416221968876
MAT2A	1	1	243.11630512779	1	1	1	287.917997320763	1
MAT2B	1	253.708991876024	1	1	1	118.159646470458	1	1
MATK	1	1	1	238.346916877391	1	1	1	1
MAX	1	1	1	1	1	174.245523864055	1	1
MBNL1	456.111443370243	444.710542474391	1	460.349263405456	415.860189569001	135.070535001473	281.842858515577	1
MBP	187.120183572965	1	1	1	1	1	1	1
MDK	1	1	294.897230187079	1	1	140.709891956971	1	1
MDM4	1	1	1	1	230.411512113085	168.911223073678	207.19499104664	1
MECP2	232.955542967471	183.297563308454	1	273.014436077602	295.263755902404	1	183.019125420108	1
MED21	1	217.995532961769	1	1	1	1	1	551.971640124127
MED31	224.082604882498	1	1	1	1	1	1	429.160023953624
MED4	253.545779100919	283.325075185425	1	276.483817051158	210.634788483371	182.276887829335	1	1
MEI1	1	1	1	1	1	361.601328217424	1	1
METRNL	1	1	1	1	1	1	187.872961461058	1
METTL23	1	1	1	1	1	198.135601742357	1	1
METTL3	1	1	1	1	1	1	1	154.301046205401
METTL7A	1	1	1	1	1	177.429825286533	1	1
METTL8	1	336.07965412876	1	1	1	1	1	1
MFF	1	1	1	1	1	187.64873188614	1	154.301046205401
MFSD1	1	1	1	1	1	1	291.602128673134	1
MGAT1	1	1	1	1	1	220.654786774089	287.689653543882	1
MGAT2	1	1	1	1	1	157.828475534411	1	1
MGAT4A	1	1	1	1	278.436263968982	1	1	1
MGEA5	303.569175219216	235.534273511261	1	307.718622247865	246.27482845953	225.402503240233	154.875944370585	1
MGP	1	1	1166.75921576061	1	1	1	1	1
MGST1	1	1	1186.61666198262	1	1	1	1	1
MGST2	1	1	566.515401751385	1	1	1	219.050613398522	1
MIEN1	1	292.971168314178	279.423037443785	251.80955786291	1	194.277432588015	188.956683792926	1
MIER1	238.889920143619	216.290905109203	1	1	216.634439116214	1	1	1
MIR155HG	1	1	1	1	1	275.510599233787	1	1
MIR4435.2HG	1	451.746914750544	1	1	1	316.031046496806	179.52477220647	218.598061890345
MITD1	1	191.695395856625	1	1	1	1	1	1
MLF2	1	1	313.4708171763	1	1	1	1	1
MLXIPL	1	1	465.738087396817	1	1	1	1	1
MMADHC	1	229.531289348483	1	233.431296838466	199.76925314156	280.072167000013	186.559709368921	214.337827492994
MNDA	1	1	1	1	1	1	403.954798288151	1
MOB1A	277.844507397514	215.179572936358	1	314.102594455258	225.410059708563	174.037165374024	332.622192754655	1
MOB4	320.19272390209	260.535404460051	1	259.942070548639	203.603063154116	156.442800666551	1	1
MPEG1	1	1	1	1	1	1	261.284511459177	1
MPLKIP	1	1	261.400259713269	1	1	1	1	214.337827492994
MPP1	1	1	1	1	1	1	1	321.369692353306
MRPL1	233.234218142632	227.681508008206	1	1	1	1	1	1
MRPL10	1	1	1	204.573301185748	1	1	1	1
MRPL11	1	1	1	1	1	1	156.908669624619	1
MRPL12	1	1	225.424669630363	1	1	1	1	1
MRPL24	1	1	201.681275937239	1	1	1	1	1
MRPL27	1	1	304.407249722678	1	1	1	1	1
MRPL34	1	153.521809274458	250.039076644732	1	1	200.423776745589	1	1
MRPL36	1	1	1	1	1	187.917793548266	1	1
MRPL41	218.60659422819	188.797878983048	276.637949174538	241.194992811004	1	245.519428042761	1	67.6335945398719
MRPL42	1	139.905865165428	1	1	1	1	1	581.028201527263
MRPL43	1	1	1	1	1	195.997697154316	1	1
MRPL47	187.088529485646	202.458109384168	212.920014998238	1	1	1	159.981009447631	1
MRPL50	1	1	1	1	1	181.025557165555	1	1
MRPS12	1	1	1	1	1	175.229231779923	1	1
MRPS14	1	1	1	1	1	161.614926484821	1	270.888421555655
MRPS18C	1	224.626472819682	251.35258961312	271.783984387993	1	130.787224797996	159.021921558888	1
MRPS31	1	1	1	1	1	195.772412077654	1	1
MRPS34	1	1	1	1	1	191.430102189604	1	1
MS4A2	1	1	1	1	1	1	1	1788.12111667936
MS4A4A	1	1	1	1	1	1	338.493374738948	1
MS4A6A	1	1	1	1	1	1	891.994057358838	1
MS4A7	1	1	1	1	1	1	756.46915918711	1
MSI2	1	240.082759913994	1	1	1	308.584469832014	1	514.152703280386
MSR1	1	1	1	1	1	1	394.328344425096	1
MT.ND6	1	1	1	1	1	262.379002465461	1	1
MT1E	1	1	899.810431246357	1	1	1	1	1
MT1X	1	220.211611336668	840.30181007866	1	315.667827534328	305.957790578055	445.586524719703	1
MTCH2	1	1	258.980181579001	1	1	1	1	1
MTDH	290.789046752404	243.215493429129	1	1	1	424.341200055931	236.431050885963	1
MTPN	1	1	1	1	1	1	290.278570526575	201.497616444538
MTUS1	1	1	371.683176964747	1	1	1	1	1
MX1	1	1	1	1	1	1	1	154.301046205401
MXD1	1	1	1	1	1	1	367.348101546043	1
MYCBP2	1	1	1	1	1	150.20729256044	1	1
MYL6B	1	1	1	1	1	167.698210490023	1	1
MYL9	1	1	404.149420028966	1	1	1	1	1
MYLIP	295.506353020234	1	1	1	216.442562408003	1	1	154.301046205401
MYO1F	1	1	1	293.601690132191	225.162522326105	1	181.153704341364	1
MZB1	1	1	1	1	1	3523.14990693475	1	1
MZT2A	231.763401160382	221.627617088104	1	1	1	235.184554747778	1	1
MZT2B	342.320473789287	224.621660991808	1	1	1	622.49450366173	202.409031169316	1
NAA50	345.248179197982	212.381812662654	1	257.817263497069	255.730215752069	117.669197938121	159.101459382649	1
NABP1	1	305.636247329051	1	1	282.05770956363	169.94636625744	279.891108345134	397.192624378905
NAF1	1	1	1	1	1	1	1	200.900783619616
NAGK	1	1	1	1	1	1	281.403619068875	1
NANS	1	200.228061668207	1	1	1	376.443903602905	177.875412882281	1
NAP1L4	243.486035118404	223.742795055439	1	1	222.82632460992	121.92218824224	1	1
NAP1L5	1	1	1	1	1	1	1	293.879196222131
NCF1	1	1	1	1	1	255.19598363184	1	1
NCF2	1	1	1	1	1	1	178.338187964326	1
NCKAP1L	1	1	1	1	1	1	140.230005176055	1
NCOA3	1	1	1	1	1	223.789819079767	1	1
NCOA4	1	1	1	1	1	1	211.415747752292	230.87952934278
NCOA7	1	1	300.977135830037	1	1	1	1	1
NCOR1	266.797420094315	281.146082730798	1	236.706423498389	1	178.350013225452	1	1
NDFIP1	1	184.815782562331	1	1	1	258.549721526615	178.381922253503	1
NDFIP2	1	151.860819933798	1	1	1	1	1	230.927555986328
NDRG1	1	1	321.115577846077	1	1	1	1	1
NDUFA10	1	1	1	1	1	149.777076296123	1	1
NDUFA4L2	1	1	352.953194332112	1	1	1	1	1
NDUFA7	1	1	1	1	1	208.540400450694	1	1
NDUFA9	1	162.12950199971	1	1	1	1	1	1
NDUFB3	1	211.796965576264	363.808010298728	1	219.538955184728	219.259827763254	283.089854450466	1
NDUFS2	1	1	304.988634046756	1	1	1	1	1
NDUFV3	1	1	1	1	1	210.917859698063	1	1
NECAP1	1	1	1	1	1	1	1	214.337827492994
NECAP2	1	193.354318711613	1	1	1	1	1	67.6335945398719
NEMF	1	1	1	1	1	1	1	254.825655144569
NEU1	280.297442094207	1	1	239.553321925522	1	326.042604165583	163.087926135375	208.785780445069
NFATC2IP	1	1	1	1	1	1	1	154.301046205401
NFIA	1	1	290.110185553025	1	1	1	1	1
NFIB	1	1	405.249890297209	1	1	1	1	1
NFIC	1	1	204.945482507121	1	1	1	1	1
NFKB1	1	1	1	185.512267862952	1	1	256.933643076215	502.286117565518
NFKB2	1	189.262363273251	1	1	1	1	1	200.900783619616
NFKBIB	1	1	1	1	1	1	1	77.6265097809267
NFKBID	1	1	1	1	1	1	252.499618405405	502.286117565518
NGDN	1	196.636582909448	1	1	1	1	1	1
NGFRAP1	1	381.62232661393	533.772175998091	1	1	1	1	1
NGLY1	1	1	1	1	1	147.568085458913	1	1
NHLRC3	1	1	1	1	1	1	1	154.301046205401
NINJ1	1	230.560409268954	1	1	1	1	430.961327346326	491.126553794467
NKAP	1	1	1	1	1	209.901572775228	1	1
NKG7	2010.58692774689	295.308687823675	1	3944.4580204378	862.336142571207	671.020347299757	229.561943907337	1
NLRP3	1	1	1	1	1	1	165.384623618545	1
NME3	1	240.513452212103	200.31297980983	1	1	158.947952027244	1	134.238773443124
NMT1	1	1	275.34169534708	1	1	1	209.672416447673	1
NNMT	1	1	534.374186323407	1	1	1	1	1
NOP56	234.859940682104	1	1	261.593904540596	203.677516841773	195.592595823033	1	254.825655144569
NOSIP	1	179.69190701556	216.632792742916	249.90679501821	336.505665222253	1	1	1
NOTCH4	1	1	315.10246424284	1	1	1	1	1
NR1H2	1	204.435846097897	1	1	1	151.189389572321	1	1
NR4A3	1	1	1	1	1	1	390.67381766131	650.290128342287
NRDC	1	1	1	1	1	322.199706773468	1	1
NRP1	1	1	273.98687566399	1	1	1	1	1
NRP2	1	1	1	1	1	1	1	249.481653746558
NSMCE1	1	200.480740491002	1	1	1	1	1	709.223219537271
NSRP1	1	1	299.3589320592	1	1	1	1	1
NT5C3A	1	288.619607318594	1	1	1	130.603965707655	1	1
NUCB2	291.901241025854	1	330.837881745857	302.72020961143	1	954.286919584437	1	1
NUDCD2	1	156.17508325565	1	1	1	1	1	1
NUDT16L1	1	1	1	1	1	1	1	218.598061890345
NUDT21	1	185.243885760441	1	1	1	117.519807670223	1	1
NUDT22	1	1	1	1	1	213.210900922354	1	1
NUDT5	1	202.204624601347	255.700709018252	1	1	1	1	1
NUFIP2	1	1	1	1	1	1	191.560037748657	1
NUPR1	1	1	1379.3757727333	1	1	1	326.283678422291	1
NXF1	1	1	1	1	1	1	1	154.301046205401
NXT1	1	1	1	225.978064991044	1	120.753127340819	1	77.6265097809267
OASL	242.539012491241	1	1	253.691962593279	1	1	1	1
OAT	1	1	1	1	1	1	1	373.320293180895
OAZ2	1	1	369.150441974671	1	1	1	245.376679556519	1
OCIAD2	294.394836963708	341.980626269831	249.217832811629	218.522481936236	391.839164911969	238.571503655827	1	1
ODF2L	379.649757209211	381.773701537535	1	356.227062511531	525.723409496335	183.179674314238	1	1
OFD1	254.232835178705	211.482391875428	1	279.690582033921	293.757909068262	137.477884832417	1	1
OLA1	1	1	1	1	1	1	1	254.825655144569
OLR1	1	1	1	1	1	1	219.715669628568	1
OPTN	245.524158482264	348.060823772141	1	241.650169247846	282.117577526584	184.996980677021	1	1
ORM1	1	1	2511.89072672454	1	1	1	1	1
ORM2	1	1	1275.92735516126	1	1	1	1	1
ORMDL1	205.031745348063	256.636335904402	1	257.330597513321	254.60107718052	179.135535138516	1	1
ORMDL2	1	1	1	1	1	193.453384894371	1	1
OSM	1	1	1	1	1	1	165.715330500554	1
OSTF1	208.414803065752	215.227449932656	1	374.668014890688	292.257038879126	104.377543317245	343.951696355219	140.677087671552
OTUD6B.AS1	1	1	1	1	235.08613553373	223.875458736145	1	226.193207578868
OXNAD1	1	1	1	1	218.440749651181	1	1	1
P2RY10	1	294.02284742035	1	1	215.644391749568	1	1	1
P2RY14	1	1	1	1	1	1	1	384.180575548181
P4HB	1	1	642.149436873729	1	1	528.833588236855	193.163727439893	1
PABPC4	1	1	1	1	1	189.983698557384	261.10088329349	1
PABPN1	1	1	1	1	1	151.153942107299	1	1
PAFAH1B1	206.705397191372	184.33664125686	1	1	1	111.848683616067	1	1
PAFAH1B2	1	1	1	1	1	1	1	214.337827492994
PAG1	1	1	1	1	1	1	1	270.715050835349
PAGE2	1	1	429.749482632012	1	1	1	1	1
PAIP2B	1	1	1	1	1	122.688529514042	1	1
PAK1	1	1	1	1	1	1	161.146160521066	140.677087671552
PAK2	181.000157261422	259.134535363832	1	1	1	1	152.282956762182	1
PALMD	1	1	442.688589609923	1	1	1	1	1
PARL	1	1	1	1	1	1	1	214.337827492994
PARM1	1	1	1	1	1	163.834260134832	1	1
PARP1	1	194.70859267304	1	1	223.520709950291	217.549138294155	172.075073656922	134.238773443124
PARP8	300.890861026242	1	1	260.075982770426	341.609662475174	1	1	1
PARP9	1	1	1	1	1	1	1	81.0759507301319
PARVG	1	1	1	1	1	1	202.680001124286	320.51808795443
PBX1	1	1	1	1	1	1	1	154.301046205401
PBXIP1	301.746287515959	591.384386881183	1	1	331.719625423286	1	1	1
PCAT19	1	1	324.578937607646	1	1	1	1	1
PCIF1	1	1	1	1	1	1	1	219.388020441612
PCM1	260.408711006708	265.107190100085	1	248.746961058215	234.488700194131	1	143.420969148701	1
PCMTD1	1	1	1	1	1	317.564096932095	1	1
PCSK7	221.203276874641	286.268233552514	1	271.634035216507	320.889914401825	130.648707116971	1	1
PDAP1	1	280.629574766904	258.587101407207	1	1	164.54845276739	1	1
PDCD10	1	244.756760017621	1	1	1	1	1	1
PDCD5	1	193.078387726148	419.707963223867	1	224.422074661106	211.553180492332	195.546725442545	1
PDCL3	232.849358768525	263.866088496372	1	1	205.923215362505	1	1	1
PDE7A	256.282678480161	1	1	282.679376275882	1	1	1	1
PDIA4	1	1	215.302480191487	1	1	461.746908444225	1	1
PDK1	1	1	1	1	1	228.692645589724	1	1
PDLIM1	1	1	508.234016883358	1	1	1	1	1
PDLIM5	1	1	1	1	1	1	1	248.741984068799
PEA15	1	1	1	1	1	1	145.99393980463	154.301046205401
PECAM1	1	1	604.746641328032	1	1	209.977650267498	1	1
PELI1	1	1	1	1	1	239.143903001673	1	1
PEPD	1	1	1	1	1	1	1	293.19415382605
PFDN1	1	1	237.806669577911	1	1	1	159.211555480547	1
PFDN4	1	178.038558688803	1	1	1	1	168.068563315303	1
PFDN6	1	1	1	1	1	1	154.444810192731	1
PFKFB3	1	1	1	1	1	1	218.760383012554	1
PGRMC2	1	1	1	1	1	148.236181134685	1	1
PHACTR1	1	1	1	1	1	1	335.276586794937	1
PHACTR2	1	230.374996134004	1	1	1	1	1	1
PHF20	275.707143200821	227.806294905478	1	351.110792658662	269.881408599871	1	165.963352634755	214.337827492994
PHIP	203.874407035722	254.565302035365	1	1	1	1	1	154.301046205401
PHLDA1	230.923085943583	434.154744628168	1	1	1	1	1	1
PHTF2	1	259.88208504526	1	1	1	1	1	1
PHYH	1	1	353.413767661365	1	1	1	1	1
PICALM	1	1	1	1	1	1	116.034430615862	1
PIGP	1	1	1	1	1	156.673668043006	1	1
PIH1D1	1	1	1	1	1	166.369645147945	1	1
PIK3CB	1	1	1	1	1	1	1	77.6265097809267
PIK3IP1	371.955736382741	565.395887620694	1	331.398860970782	561.872808516903	1	1	1
PIK3R1	760.550242466158	409.254271564402	1	658.133797040115	478.555638400789	187.533495477192	1	1
PILRA	1	1	1	1	1	1	236.098597475129	1
PIM1	1	1	1	1	1	161.064904023981	1	1
PIM2	1	308.875099124776	1	1	219.06337836035	810.556946203573	1	1
PIN1	1	267.019666751682	209.13342098687	1	197.82939199904	251.740268133853	148.030698749241	1
PIN4	1	1	273.319092906827	1	1	1	1	1
PIP4K2A	317.268976811092	203.948506279145	1	454.260749347529	343.158663897333	1	153.129322143976	1
PKIG	1	1	237.689143966519	1	1	1	1	1
PLA2G16	1	1	237.544457071824	202.324260443219	1	1	1	321.369692353306
PLAC8	1	1	1	736.255025001545	299.511132439522	1	309.111131039277	1
PLAU	1	1	1	1	1	1	1	442.242065234168
PLAUR	1	1	1	1	1	1	950.067421451593	1011.76613702107
PLD3	1	1	1	1	1	364.953965347346	393.607996051042	1
PLEK	1	1	1	303.054077208335	1	1	580.894778497776	1
PLEKHA2	209.627735891176	1	1	1	1	1	1	67.6335945398719
PLEKHB2	1	191.698250939595	1	1	1	1	153.107190314633	1
PLGRKT	1	1	1	1	1	1	1	154.301046205401
PLK2	1	1	323.233246795723	1	1	1	1	1
PLP2	310.744277058797	461.945169076118	1	199.651880471072	455.056988178704	333.753381356668	232.656710529679	1
PLPP1	1	1	745.386205585346	1	1	1	1	1
PLPP3	1	1	430.396659369622	1	1	1	1	1
PLPP5	1	1	1	1	1	626.052795097856	1	419.258882263351
PLSCR1	1	1	272.384555945384	1	1	1	384.775303855635	1
PLTP	1	1	1	1	1	1	201.97450378816	1
PLVAP	1	1	791.952017191147	1	1	1	1	1
PLXNC1	1	1	1	1	1	1	1	77.6265097809267
PMF1	1	228.943684101628	1	1	1	152.771729749009	1	321.369692353306
PMP22	1	1	1	1	1	1	1	230.87952934278
PNKD	1	1	253.189516522526	1	1	198.642960397365	1	1
PNKP	1	1	1	1	1	163.331193968269	1	1
PNOC	1	1	1	1	1	186.05944548129	1	1
PNPLA8	1	1	1	1	1	1	195.530434374527	154.301046205401
PNPT1	1	1	1	1	1	1	1	230.927555986328
PNRC1	467.69631467421	156.770839116729	1	1	229.048977828091	160.383917396022	422.035115003747	1
POLB	1	1	1	1	1	1	1	495.885392044277
POLE4	1	1	1	1	1	1	241.60767953981	514.152703280386
POLR2G	1	272.078240179496	294.438374575252	278.410879340352	1	1	204.554612661457	154.301046205401
POLR3GL	214.954759571736	221.921741595751	1	1	300.46366515811	1	1	298.145984979558
PON1	1	1	267.359515519389	1	1	1	1	1
PON2	1	1	215.136985475365	1	1	1	1	1
POP4	1	1	1	1	1	1	1	154.301046205401
POU2AF1	1	1	1	1	1	420.079684056226	1	1
PPA2	1	1	1	1	1	1	1	419.258882263351
PPCS	1	1	1	1	1	134.945563268116	1	234.456284789099
PPHLN1	223.484786268727	188.33473323801	1	1	218.784785360673	1	180.16336185637	134.238773443124
PPIC	1	1	200.402691799538	1	1	1	1	1
PPIF	1	1	1	1	1	1	120.866638231149	1
PPIL3	1	1	1	1	1	1	1	214.337827492994
PPIL4	1	206.338286812344	1	1	1	1	1	1
PPM1K	1	155.889536993559	1	1	1	213.754420504734	1	218.598061890345
PPP1CC	1	208.911802936408	1	1	1	305.945213632583	139.028496942398	1
PPP1R10	1	1	1	1	1	246.017370771167	1	134.238773443124
PPP1R11	1	187.520566808905	1	1	1	110.746272952128	1	188.598117233454
PPP1R12A	229.655764509823	214.93854892434	208.948049688508	239.888222919825	1	147.324541231043	1	419.258882263351
PPP1R16A	1	1	333.700263864771	1	1	1	1	1
PPP1R18	202.49433680243	223.071203728017	1	227.810831253923	264.72420559159	1	210.455636308994	1
PPP1R7	1	197.761380566855	1	1	1	140.116693820259	1	1
PPP2CA	285.679575772801	190.691350640759	1	1	1	249.199142745131	122.433226339668	270.888421555655
PPP2R1A	1	1	203.182456952158	1	1	1	1	1
PPP2R3C	1	1	1	1	1	154.586094869896	1	1
PPP2R5C	891.528662886371	393.057139597475	1	911.841660394946	973.356346907699	411.937504761128	273.448882807448	1
PPT1	1	1	1	1	1	1	383.352682681017	355.583619775774
PRAP1	1	1	447.632543968878	1	1	1	1	1
PRCP	1	1	1	1	1	309.726422282898	204.638994202895	1
PRDM2	1	201.518783109891	1	1	1	150.845453032729	1	1
PRDM6	1	1	1	1	1	138.202635973628	1	1
PRDX4	1	1	343.197402263415	1	1	1624.63762931399	1	1
PRELID1	1	1	1	1	1	274.979057654067	1	1
PRF1	340.673343047678	198.307766917494	1	1162.48696334158	1	1	1	1
PRKACB	1	1	1	1	1	1	1	154.301046205401
PRKCH	291.781922765028	167.934615721985	1	267.722710351434	203.499673434366	1	1	1
PRKX	1	1	1	1	1	1	1	907.898903344487
PRMT2	265.961585984549	275.98959835781	1	602.265185350181	376.274099347684	219.917195701143	271.610167126823	1
PRMT9	1	1	1	244.169106239716	362.601378386755	1	371.947556951633	1
PRNP	1	229.992997374782	1	1	223.755855989747	1	228.968297030479	285.516719393392
PROCR	1	1	1	1	1	1	1	224.661761831319
PRPF38A	1	1	1	1	1	1	1	320.51808795443
PRPF40A	1	1	1	236.809785358854	202.769468187781	125.177139302985	180.565385339885	397.192624378905
PSMB5	1	168.96477030422	334.517007331686	1	1	294.841494473011	1	1
PSMB8.AS1	1	215.815863486307	1	1	1	204.188758973784	1	1
PSMC1	1	1	251.77995880363	1	1	1	160.666744068367	473.143415577877
PSMC2	1	191.518192097266	1	1	1	1	1	547.019808970619
PSMC4	1	168.258853864927	1	1	1	216.788476062017	1	1
PSMD11	1	214.224470398294	1	1	1	156.859642184746	1	1
PSMD13	202.46381138265	243.688887431387	1	223.494381575271	1	187.196706775854	1	1
PSMD2	1	213.887485196383	1	1	1	1	1	1
PSMD5.AS1	1	1	1	1	215.410637634493	1	1	1
PSMF1	1	175.584619065478	1	1	1	89.9319587941189	1	70.2174343908115
PSTK	1	1	1	1	1	1	1	214.337827492994
PSTPIP1	1	182.707661632175	1	1	1	1	1	1
PTAFR	1	1	1	1	1	1	1	514.152703280386
PTGDS	1	1	1	472.290733546874	1	1	1	1
PTGER4	210.622852736279	1	1	1	198.332262097746	1	1	1
PTGR1	1	1	469.865843928844	1	1	1	1	1
PTMS	1	1	329.402975422456	1	1	1	1	1
PTPN1	1	250.446559828541	1	1	1	279.710931499898	231.146791327206	1
PTPN22	422.735242915853	231.627237113328	1	356.186475441057	276.69244195176	1	1	70.2174343908115
PTPN6	1	1	1	1	1	1	196.667701102665	466.340045959144
PTPN7	426.620259035033	405.329819269565	1	489.689471222667	396.732230657735	175.001384958099	1	502.286117565518
PTPRE	1	1	1	297.227806234899	1	1	481.288098374932	1
PTRF	1	1	302.948320885348	1	1	1	1	1
PTRHD1	1	1	1	1	1	1	216.673278430193	1
PTTG1	268.766024728827	397.926733780404	1	1	1	1	1	1
PTTG1IP	1	1	360.623146490353	1	1	1	182.014905062912	385.531626952215
PUF60	1	183.119206480177	1	1	1	1	1	299.891206263991
PYHIN1	354.304852140585	266.768069389312	1	412.253742410384	241.308061878828	170.633384056221	1	1
QKI	1	1	1	1	1	1	213.580171533367	1
