NAME	Other	Kupffer cells	TM1	SAMs	T cells	cDC2	cDC1	B cells
ITIH2	336.899497428372	1	1	1	1	1	1	1
ITM2C	1	1	1	1	1	1	1	985.829130558787
ITSN1	1	250.337843630126	1	1	1	1	1	1
ITSN2	1	1	1	1	1	1	440.350757222116	1
JAML	1	1	1	1	1	494.769807901804	1	1
JCHAIN	1	1	1	1	1	1	1	44322.6485622224
JMJD1C	247.032639243029	1	1	263.360344310679	1	231.004843345805	327.779389368188	1
JSRP1	1	1	1	1	1	1	1	215.544230991242
JTB	262.087583285518	1	1	1	1	170.161529022105	1	478.873809807114
JUN	461.075414366817	382.713099162333	1	538.134569547842	1	234.885391015022	1	1066.3619084218
KCMF1	1	1	1	1	1	1	190.46226189799	1
KCNK6	1	1	1	1	1	1	302.801571081489	1
KCTD12	1	290.590924476588	361.870022579565	494.592182649553	1	534.899191990645	268.449128115897	1
KDELR1	219.160868476926	1	1	1	1	1	1	307.597244316538
KDM5A	1	1	1	1	1	1	107.646269480643	1
KHDRBS1	264.085247269053	1	1	1	1	1	1	1
KIAA0930	1	1	1	1	1	1	211.084358333267	1
KIAA1551	1	1	1	1	336.191712746286	1	1	1
KIF5B	269.976161465184	1	1	238.354230577468	1	1	257.007696056047	1
KLF13	1	1	1	1	1	1	1	324.942627221138
KLF15	478.471417803089	1	459.503974167964	418.707537719195	1	926.23799195722	803.050471548644	3175.33935112912
KLF2	315.300115286837	1	1	1	1	1	1	457.844766552612
KLF4	280.036843817844	293.492346198058	603.338451188347	391.312253019908	1	889.805803433662	214.075807900588	1
KLF9	313.219973197802	1	1	1	1	1	1	1
KLHL20	1	1	1	1	328.897012028624	227.55637498524	142.313482937153	129.722286387109
KLHL6	1	1	1	1	1	1	1	211.984220947824
KLRB1	1	1	1	1	1413.79393829503	1	1	1
KLRC4.KLRK1	1	1	1	1	337.793945810646	1	1	1
KLRD1	1	1	1	1	797.656212083298	1	1	1
KMT2A	1	1	1	1	461.614446437664	1	1	1
KMT2E	1	1	1	1	1	175.115832315861	1	1
KPNB1	249.124257238187	247.26990493665	1	279.162000158639	1	1	1	1
KRT18	1236.10932389621	1	1	1	1	1	1	1
KRT19	355.467420634958	1	1	1	1	1	1	1
KRT7	444.399502960224	1	1	1	1	1	1	1
KRT8	711.415515128634	1	1	1	1	1	1	1
KRTCAP2	345.583498685762	216.829662351801	1	218.943467324721	1	1	1	836.24129551932
KTN1	447.917650487198	300.860485054781	1	288.536176131866	384.489800974328	211.637641246393	247.194289178411	1
L1CAM	1	1	1	1	1	1	139.306424516692	1
LAIR1	1	1	1	422.861531557954	1	210.645082992469	1	1
LAMB1	326.902745197428	1	1	1	1	1	1	1
LAMP1	297.979706489329	382.290000183207	221.305310870324	413.946921569794	1	1	1	1
LAMP2	241.086588674063	233.215359609563	1	305.080645621981	1	1	1	284.59005845961
LAMTOR1	1	1	1	1	1	1	143.170868213742	1
LAMTOR5	176.432434740774	1	1	1	1	1	1	1
LAPTM4A	456.086206308798	206.693963808693	227.092606188794	227.042045921894	1	193.813071959463	1	1
LAPTM5	1	3053.83305269461	3227.61673881147	3246.49743591771	843.393948834047	2048.34924352534	578.432599707113	317.466093123955
LARP1	1	1	1	1	1	1	283.434691107663	153.410844220757
LASP1	215.888301602256	1	1	185.125960800336	352.897162532874	1	179.537716229291	1
LBH	1	1	1	1	380.883756153847	1	1	1
LCP2	1	485.19986292784	467.950940209237	396.686873670501	397.120030988511	285.970381741596	1	1
LDHB	1	1	1	203.80736986881	410.698614345034	248.807459687676	146.676151055549	249.355752957352
LDLRAD4	1	1	1	1	1	1	204.967726379529	1
LEPROT	273.355773973827	1	1	1	1	1	1	1
LEPROTL1	1	1	1	1	273.314074116996	1	1	1
LGALS1	964.445719289993	1	652.34023543503	1541.00499048708	1	610.601729526243	848.361466116082	748.772852110589
LGALS2	1	1	1	1	1	244.230561960197	807.594374693264	1
LGALS3	695.823808334233	406.566101476176	522.505922296081	1051.55213545405	1	247.288423073179	196.215513257505	1
LGALS3BP	373.839366890543	336.201169955162	1	1	1	1	1	1
LGALS4	389.541228987947	1	1	1	1	1	1	1
LGALS8	1	254.973654708552	1	1	1	1	1	1
LGALS9	1	434.461589090108	381.885764745149	396.927424397313	1	365.493677877275	398.215739746418	1
LGMN	1	1422.84505073405	1	854.433388153115	1	1	138.519989468012	1
LHFPL2	1	1	1	257.531378561151	1	1	1	1
LILRB1	1	271.140414720374	1	1	1	1	1	1
LILRB2	1	289.629703543352	470.925559295691	1	1	1	1	1
LILRB4	1	260.735938754962	1	351.572458422974	1	1	1	1
LILRB5	1	795.283193898273	1	1	1	1	1	1
LIMS1	1	273.02672067176	461.907038261783	531.345985336443	1	423.915900306171	1	1
LIPA	1	1799.02918008253	1	729.288450756623	1	1	1	1
LITAF	395.89739103112	360.003128475358	729.99949223262	968.751166732759	480.181672771645	897.301272068387	261.852095873135	1
LMAN1	1	1	1	1	1	1	1	454.438876990129
LMAN2	1	1	1	1	1	1	1	478.299112985501
LMNA	570.37149390361	1	1	1	1	1	199.777162796331	1
LPP	235.791001426368	1	1	1	1	1	218.885956256712	1
LRP1	1	352.271610971458	347.010188994132	334.800731729125	1	1	1	1
LRP10	213.453540511278	1	1	1	1	1	195.449517876938	1
LRPAP1	1	1	1	1	1	1	1	319.575051841783
LRRC25	1	304.717227197942	289.826953104002	1	1	1	1	1
LRRK2	1	1	1	1	1	1	128.324415040429	1
LSM14A	1	1	1	1	1	1	126.721147195548	1
LSM6	1	1	1	1	1	1	277.63444548524	1
LSM7	1	1	1	1	1	1	265.107262122724	1
LSP1	1	1	564.683553558713	436.26673906718	342.379614192307	393.123298160511	673.127484442766	173.846316459615
LST1	1	586.120454865896	1019.78488561977	499.73435205494	1	675.528911110196	185.516307519786	1
LTA4H	1	1	417.220641658431	255.764725861087	1	1	1	1
LTB	1	1	1	1	562.526149904178	1	1	1
LUC7L3	300.504457033131	1	1	1	286.320652976257	1	1	1
LUM	786.527157898783	1	1	1	1	1	1	1
LY86	1	210.644492697575	1	276.991696593065	1	196.991992852394	1	1
LY9	1	1	1	1	1	1	1	331.063299857235
LY96	1	1	1	1	1	1	1	176.528217459972
LYN	1	399.539522436125	761.446285873802	381.343488388448	1	372.134641874959	402.362426931758	1
LYVE1	1	1397.77072758214	1	1	1	1	1	1
LYZ	1	918.107670316173	5892.3285963629	2821.1665918804	1	3259.3038910899	5328.585085522	1
M6PR	1	228.603603661481	1	221.824166987084	1	187.417455383834	171.164073425508	1
MACF1	405.682390404153	1	1	1	356.535665847819	1	1	1
MAF	1	418.898931922918	1	1	1	1	1	1
MAFB	1	1062.13290785846	623.348236020388	1050.18300349328	1	369.710091174672	1	1
MAGED1	1	1	1	1	1	1	1	164.128439673945
MAMDC2	232.753942988122	1	1	1	363.561658021753	230.051098484788	214.142212291563	1
MAN1A1	1	1	1	1	1	1	1	295.373582794681
MAN1A2	1	1	1	1	447.955091284487	1	1	307.599273736787
MANF	1	1	1	1	1	1	1	630.404032279706
MAP1LC3B	1	1	1	205.528384122784	1	1	102.698685439776	240.300545903433
MAP2K1	1	1	1	1	1	171.407274606997	1	1
MAP2K2	1	1	1	1	1	1	135.121711768832	1
MAP3K2	1	1	1	243.758857722384	1	1	182.424573286111	1
MAP3K8	1	1	1	1	1	228.69795225605	162.611500824078	1
MAP4	222.166131678179	1	1	1	1	1	1	1
MAPK1	1	1	1	1	347.181564383139	1	1	1
MAPK1IP1L	1	1	1	1	1	1	322.279196753654	1
MAPRE1	1	1	1	1	1	1	85.9528435674843	1
MARCH1	1	1	1	1	1	1	253.001517406347	1
MARCKS	299.444780992628	487.897499892079	401.589108705886	733.195190759011	1	209.564424876629	1	1
MARCKSL1	315.507995901071	1	1	1	1	1	1	1
MARCO	1	3803.60480500957	1	369.239619480148	1	1	1	1
MAT2A	1	1	285.015718850029	1	1	1	1	1
MATR3	242.836091152055	1	1	1	1	197.6915126842	1	1
MAZ	1	1	1	1	1	1	290.410912638775	1
MBD2	1	278.909747730654	306.04633507214	1	1	171.833866603642	266.898008480163	259.244624519554
MBNL1	1	1	1	283.56846013057	544.643307600933	348.298939196033	176.271299742619	1
MBNL2	1	1	1	1	1	1	1	181.729515276244
MCAM	354.762553331663	1	1	1	1	1	1	1
MDH2	208.700239461324	1	1	1	1	1	104.705469811179	235.385693624241
MECOM	256.422454714449	1	238.439677917328	1	1	353.364963038391	542.793459353077	222.480293624031
MEF2A	1	1	1	1	1	192.226917930464	1	1
MEF2C	1	1	1	1	1	319.148336541942	1	205.296988619342
MEI1	1	1	1	1	1	1	1	402.657410360159
METRNL	1	261.909703569031	588.443542980475	269.337968799738	1	371.251795283658	289.54162660057	1
METTL7A	193.110229904173	311.910700900168	1	1	1	245.081899408264	233.299889071791	391.976800437656
MFSD1	1	484.787622137287	286.483245615723	412.465282866137	1	285.747031218818	111.794052293318	1
MFSD2B	1	1	1	1	1	1	273.635230948512	1
MGAT1	1	433.979126956101	453.102790090666	518.903141561627	1	305.655316562286	173.547367969808	205.804963499625
MGP	3011.49269769375	1	1	1	1	1	1	1
MGST2	217.399943767477	1	1	1	1	1	1	1
MGST3	401.679331164662	1	1	242.413206090133	1	1	1	1
MIDN	1	1	1	1	1	1	352.997531944106	1
MIS18BP1	1	1	1	1	1	1	132.101204778362	1
MKNK2	1	1	1	1	1	1	148.397329223296	1
MLLT6	1	1	1	1	244.277043849689	1	1	1
MNDA	1	1	1	232.484230949765	1	272.83449344493	189.80535160692	1
MOB1A	1	1	304.516819686445	354.206143802436	1	315.826733599124	160.731398909707	1
MORF4L2	241.691242347685	1	1	1	1	1	1	1
MPC1	1	1	1	1	1	1	1	173.856870306262
MPC2	292.449401101917	1	1	1	1	1	1	1
MPEG1	1	1189.39499579485	596.322829107309	422.346610806499	1	427.829033496997	2024.58170144128	1
MPP1	1	197.63596703917	1	1	1	1	1	1
MRC1	1	800.61281892409	1	1	1	1	1	1
MRFAP1	370.445227775769	1	1	1	1	1	114.149715267322	1
MRPL33	195.233115557383	1	1	1	1	1	1	1
MRPS21	194.249176178769	1	1	1	1	1	393.194141124099	237.963818190278
MS4A4A	1	616.684141918896	1	258.292738059736	1	1	1	1
MS4A6A	1	2041.23048110245	572.6011472797	1038.80879825549	1	1229.06967553192	195.737310772038	1
MS4A6E	1	2738.4917675747	568.464234116079	1039.09968049395	1	462.339542843013	1	1
MSR1	1	367.542437984988	1	406.237200705817	1	1	1	1
MT.ND6	212.033922789172	329.960959566975	1	1	1	1	125.754084376767	1
MT1E	670.198591576231	1	1	1	1	1	1	1
MT1X	432.663101544876	1	1	1	1	1	1	1
MTPN	1	1	271.782296386229	1	1	281.421442072796	190.053878208921	1
MTRNR2L6	1	1	1	1	1	1	160.26885491294	1
MYADM	438.125605993836	1	378.571871334889	220.256861753639	1	238.293268636214	540.508502865617	1
MYC	239.424993866991	1	1	1	1	1	1	1
MYD88	1	1	1	1	1	1	325.766232944741	1
MYDGF	177.257348741037	1	1	1	1	1	1	627.452492865434
MYH9	948.950702279707	1	465.865322832142	467.90898758468	787.863766071281	469.386196856575	454.604599005424	139.420621522641
MYL9	893.406034291061	1	1	1	1	1	1	1
MYO10	263.198818046315	1	1	1	1	1	242.406070921742	368.003484625735
MYO1C	273.609862031135	1	1	1	1	1	1	1
MZB1	1	1	1	1	1	1	1	3415.02158895301
MZT2A	190.415872581884	1	1	1	1	1	297.724840419894	1
MZT2B	314.295295533523	1	1	239.175347403914	398.131580948251	265.154449645188	434.75343831926	243.375478028644
NAAA	1	1	1	1	1	1	477.015873407943	1
NAGA	1	1	1	1	1	1	194.247114452731	1
NAGK	1	322.352172796173	1	246.241205641835	1	1	1	1
NAMPT	1	535.875428423171	1155.46010455826	411.885802878202	1	459.3963817673	292.937630128927	1
NBEAL2	1	1	1	1	1	1	248.738552642033	1
NBPF14	1	1	367.922269516234	1	1	1	166.618261032923	1
NBPF15	1	1	1	1	1	1	211.109626590917	1
NBPF19	1	1	292.148821422596	195.720859640703	1	1	108.541050907523	215.490011952224
NCF2	1	1	474.711039435604	283.63470767596	1	170.496684057912	1	1
NCKAP1L	1	291.785528554614	1	237.49052258796	1	185.876875398161	1	1
NCOA3	1	1	1	1	1	1	1	248.35890143263
NCOA4	226.222221879466	516.81818613779	437.285028592841	483.219295147627	1	514.357428291297	93.0237406650442	1
NCOR1	1	1	1	1	1	1	145.274817267882	1
NCOR2	1	1	1	1	1	176.023135968048	1	1
NDFIP1	248.147875654519	1	1	212.011219031069	1	178.344511269074	149.435484754708	303.735335549979
NDRG1	304.531548234305	1	1	1	1	1	1	1
NDUFA1	534.538170864977	233.431358476243	413.486559300592	380.78920518811	1	292.572037186575	233.163435876006	672.442512919618
NDUFA12	194.953723923795	1	1	1	1	1	1	1
NDUFA13	317.705402284615	1	306.361059776429	231.935729969453	1	209.978241169609	254.747917534679	324.747803294301
NDUFA2	217.727247249741	1	1	222.855808929059	1	1	293.575455206333	141.512369549574
NDUFA3	1	1	1	1	1	1	1	272.186106937028
NDUFA6	206.706954379371	1	1	1	1	1	1	202.913304156844
NDUFAB1	189.636747405022	1	1	1	1	1	163.978858593538	1
NDUFB1	1	1	1	1	1	1	230.618949071474	1
NDUFB10	208.492605696897	1	1	1	1	1	1	172.184161364824
NDUFB11	213.006506840523	1	1	1	1	1	1	385.311506051937
NDUFB2	287.368387721263	1	1	243.813311785423	1	187.380026659895	236.937906809835	1
NDUFB3	190.459962847717	1	1	1	1	1	1	1
NDUFB4	439.309672654797	1	1	258.186827710033	1	191.532212549251	321.057686595418	453.338214062533
NDUFB5	1	1	1	1	1	1	109.37093574246	1
NDUFB7	269.002393783818	1	1	1	1	1	1	272.667343357185
NDUFB9	321.119786467895	1	1	1	1	1	1	320.322911464496
NDUFC1	292.350368258385	1	1	1	1	1	119.404545850562	1
NDUFC2.KCTD14	245.479145379667	1	1	1	1	1	232.44734984944	267.742710017019
NDUFS4	184.09919400541	1	1	1	1	1	151.53624033967	1
NDUFS5	340.548697661091	1	1	1	1	1	1	298.201365349466
NDUFS6	216.292668503046	1	1	1	1	1	168.778439522334	1
NDUFV2	227.067559762777	1	1	1	1	1	385.329788578681	1
NEDD8.MDP1	248.637855879916	1	1	219.144667476197	1	1	249.270028906099	435.394305435975
NEDD9	269.547176010935	1	1	1	1	1	1	1
NENF	1	1	1	1	1	1	189.897852639938	255.498040944027
NET1	1	1	1	1	1	1	453.247855263223	1
NFATC2	1	1	1	1	1	1	254.634657781128	1
NFATC3	1	1	1	1	1	1	75.8738530771739	1
NFE2L2	242.385572352814	263.441689586436	425.646258325866	294.553423599787	1	351.788532931457	1	1
NFIA	216.887408813019	1	1	1	1	1	1	1
NFIB	292.753550218041	1	1	1	1	1	1	1
NFIC	255.852638879966	273.466711402966	1	1	1	1	1	1
NFKB1	1	1	1	1	1	252.632188982883	1	1
NFKBIZ	1	1	505.613412086275	349.926545810222	327.56343914854	1	1	1
NID1	314.100849751502	1	1	1	1	1	1	1
NINJ1	1	482.637090294221	438.004902022654	301.272469775142	1	1	1	1
NKG7	1	1	1	1	835.081910302754	1	1	1
NLRC5	1	1	1	1	1	1	147.356117391414	1
NLRP3	1	1	329.195911275347	1	1	268.481133914043	1	1
NNMT	389.677000105428	1	1	1	1	1	1	1
NOMO2	1	1	1	1	1	1	1	196.523533106014
NONO	308.667558838963	1	1	1	1	226.452121097617	300.412751713937	153.671208535039
NOP10	187.477781879331	239.463080017608	212.650809350478	246.753270053958	1	1	1	1
NOP58	1	1	1	1	1	1	263.399685379107	174.194890279308
NPAS3	1	1	1	1	1	1	1	470.629430212709
NPC2	288.497292599711	1591.352210479	1044.16117214999	1837.48722841369	1	1126.13920076592	102.067378353824	644.157698204189
NPIPB12	272.925133825735	1	1	1	329.367846762021	167.95071455058	217.285241250625	1
NPIPB13	1	1	1	1	1	1	215.519415563804	1
NR2F2	377.13125905171	1	1	1	1	1	1	1
NR4A2	1	287.577663833353	984.845757603267	776.333973840123	964.128373825947	967.695311340158	368.230936499379	301.372808490243
NR4A3	1	1	279.701960552697	265.669319675664	1	836.332471146707	473.913130742207	1
NRDC	1	1	1	1	1	1	277.71863251642	1
NRP1	1	250.388653802772	1	1	1	1	1	1
NSMAF	165.305835606393	1	1	1	284.345674009619	200.446320498805	192.540086704755	216.062269546587
NUCB1	201.647073200084	1	1	1	1	1	1	1
NUCB2	217.065943080535	1	1	1	339.311477161321	177.034813039916	177.556568045781	825.37978319512
NUCKS1	551.869055011811	305.249184564291	1	343.017335388007	540.971272352764	283.864491273051	276.472751977801	1
NUDT16	1	1	1	1	1	197.33204789548	1	1
NUDT3	1	1	1	260.45767297819	1	275.488520644152	1	1
NUFIP2	1	1	1	1	1	1	227.881538498449	1
NUPR1	1	1	1	274.65420663557	1	1	1	1
OCIAD1	194.069398057561	1	1	1	1	1	1	1
OCIAD2	184.602298705446	1	1	1	1	1	1	1
OGFRL1	1	1	1	345.416846699212	1	489.335263059628	1	1
OLR1	1	1	296.436530553778	525.559332444685	1	371.597395742791	1	1
OOEP	254.918594661946	1	391.359110921406	243.533641905822	580.379672795113	503.288889992221	308.661178174175	281.524367974084
ORAI2	1	1	1	1	1	1	1	303.928310664606
ORM1	1159.48649482147	1	1	1	1	1	1	1
OS9	243.840457799329	245.184165467853	1	281.737727995508	1	203.665449958035	148.373675292887	613.752260323645
OSTC	182.057260974716	1	1	1	1	1	209.931377777474	325.116354633824
OXA1L	1	1	1	1	1	314.852723812151	161.220679535249	205.19744037944
OXSR1	1	1	1	1	1	1	154.853543710219	1
P2RY13	1	289.591195399664	1	1	1	1	1	1
P2RY14	1	1	1	1	1	1	109.192197494462	1
P4HB	499.940154266285	319.888281566766	293.9154528069	366.888812082055	262.295161134319	253.690487503664	1	861.81965021738
PA2G4	1	1	1	1	1	1	330.573734343532	1
PABPC4	1	1	276.822199188028	313.540736492868	1	323.594180646037	1	186.575140098661
PAG1	1	267.43824626925	1	1	1	1	1	1
PAIP2	1	1	1	1	1	200.790650285192	201.953876043625	1
PAK1	1	1	1	1	1	262.925484868374	253.122223729385	1
PAK2	1	252.100129632267	244.894540591582	244.42651788353	344.438062467499	154.05831618292	245.508491255213	1
PALM2.AKAP2	281.892813331717	1	1	1	1	1	1	1
PAPOLA	211.773734782732	1	277.156814282711	1	1	1	1	291.985639065674
PARK7	259.351209179375	1	1	1	292.502474216147	248.661679842983	171.97993798672	237.986281172068
PARP1	1	1	1	1	1	1	229.146512631067	1
PARP14	1	301.526165077011	1	1	1	1	1	1
PARP8	1	1	1	1	316.557834618311	1	1	1
PARVG	1	1	1	1	1	1	107.68017192865	1
PBXIP1	1	1	1	1	278.078795380249	1	1	1
PCDH11X	320.43279030518	1	1	1	1	1	1	1
PCM1	210.184197801745	1	1	1	1	1	145.481959982534	1
PDCD4	1	1	1	1	462.117924704022	1	211.03723264476	1
PDCD5	183.096985763853	1	1	1	1	1	1	1
PDE4B	1	1	1	1	1	1	302.045411403168	1
PDIA3	361.981466287757	275.569851533789	1	306.366685316925	1	240.361114051885	288.261007659692	535.534979378681
PDIA4	1	1	1	1	1	1	130.734677476169	604.578935331264
PDIA6	283.563796005456	1	1	279.500812208931	1	196.941313455129	1	673.388615610293
PDK1	1	1	1	1	1	1	1	181.725608120717
PDK4	595.862021407222	1487.32722224718	1	381.154377393768	1	1	1	1
PDLIM1	577.257421964767	1	1	1	1	1	1	1
PDLIM5	301.496442727938	1	1	1	1	1	1	1
PEA15	261.530044220018	1	1	464.532596239324	1	443.991100916631	1	1
PELI1	1	1	1	1	1	1	1	429.157607497613
PER1	1	1	1	1	1	244.601804946503	1	1
PERP	314.864403939221	1	1	1	1	1	1	1
PET100	1	1	1	1	1	1	1	261.705816036834
PEX11A	177.633732447851	1	367.703707971962	1	344.788473492514	296.762832658793	242.245062396853	206.218857336221
PFKFB3	1	262.865607098806	289.313475350665	214.185177490457	1	193.623272162195	225.689040232116	1
PGLS	1	1	1	1	1	1	219.209023591434	1
PGRMC1	218.818547285941	1	1	1	1	1	1	1
PHACTR1	1	1	347.071093898935	1	1	315.642654888014	101.296773184611	1
PHB2	195.494578530235	1	1	1	1	1	130.673952750747	152.885624277358
PHC2	1	1	371.646641468518	309.155726009917	1	205.552358090194	1	1
PHLDA1	246.592244375947	1	1	1	1	1	1	1
PHPT1	1	1	1	1	1	1	1	172.640148305193
PICALM	241.408414433155	228.74902176727	359.545978663824	315.727728789064	1	402.672546082912	102.158038681983	1
PIK3IP1	1	1	1	1	348.793620012813	1	1	1
PIK3R1	1	1	1	1	740.917581444388	1	1	1
PILRA	1	1	215.941404425598	282.467844702038	1	1	1	1
PIM2	1	1	1	1	1	1	1	1396.12343676248
PIP4K2A	1	1	1	1	709.623759577414	284.920308231381	1	1
PKM	472.978997806556	338.348418569451	994.993556224367	911.712515757893	357.738953404067	621.586248677054	298.368007612605	1
PLA2G7	1	1	1	260.531241676617	1	1	1	1
PLAC8	1	425.067508288989	1	1	1	1	1	1
PLAUR	1	1	1046.5189436343	555.697751083506	1	527.082992137432	290.050038084644	1
PLD3	1	1558.28028678939	1	635.162790561935	1	1	1	1
PLEC	241.500681980296	1	1	1	1	1	1	1
PLEK	1	630.847025030306	494.775935557856	336.785953865978	1	377.469123101779	324.923686459852	1
PLEKHA2	1	1	1	1	1	1	200.254821089088	247.984555611726
PLEKHB2	1	1	1	1	1	1	203.113230407829	1
PLEKHO1	1	1	1	267.789833259048	1	295.521496570046	388.131515866892	1
PLIN2	220.094624566437	712.835495297586	733.358685848406	1065.02856312376	1	286.047238962677	1	1
PLP2	1	1	1	1	1	1	116.289309699377	354.57809847624
PLPP1	412.748316269695	1	1	1	1	1	1	1
PLPP5	1	1	1	1	1	1	1	457.063566315903
PLSCR1	1	1	1	1	1	230.377687791701	1	1
PLTP	1	392.702336863362	1	455.664201404674	1	1	1	1
PLXDC2	1	1	363.498948329251	530.235585213214	1	339.903328996948	1	1
PMEPA1	245.548455431333	1	1	1	1	1	1	1
PNN	214.099449812365	1	1	1	1	1	1	1
PNRC2	1	1	1	1	1	1	94.9475557386027	1
POLE3	1	1	1	1	1	1	184.308120231108	1
POLR2B	1	1	1	1	1	1	180.024269768911	1
POM121	1	1	1	1	1	1	128.388822051091	1
POMP	325.184521664177	1	1	347.633763084219	1	237.309732530983	257.629540177546	207.149344217816
PON2	180.901165772463	1	1	1	1	1	1	1
POU2AF1	1	1	1	1	1	1	1	957.645158454407
POU2F2	1	203.464981735043	1	1	1	1	1	1
PPA1	207.707244802054	1	1	1	1	289.852294447165	493.596898787775	1
PPIB	248.051555307916	1	1	1	1	1	287.275850721375	531.317559491683
PPIF	1	1	301.776054221974	1	1	1	1	1
PPIG	243.526131879378	210.02999587923	1	1	1	246.876347721454	1	330.315716209244
PPM1G	1	274.606986029429	513.590578634519	332.262719383661	242.489156036674	229.401024910383	148.098623415284	1
PPP1CA	1	1	1	1	321.750688469334	196.924586311655	1	235.354315740775
PPP1CB	248.801470849404	1	313.940916430671	1	315.046748116237	310.791873115217	303.043221401619	1
PPP1R12A	1	1	1	1	1	1	107.100149525222	1
PPP1R14B	1	1	1	1	1	1	114.07633754692	1
PPP1R18	1	1	1	1	271.373912588761	1	1	1
PPP1R7	1	1	1	1	1	1	109.21403736434	1
PPP2R5C	1	1	1	1	368.166272341352	1	1	189.572278603228
PPT1	1	652.442241086548	482.412693591546	819.442675831413	1	561.206387479593	827.194117045948	1
PRCP	352.416835212893	360.735259075648	1	1	1	206.501654081131	336.698917015062	1
PRDM1	1	1	1	1	726.901452488456	1	1	761.006828234401
PRDX1	401.410024688683	487.24586087732	216.087399974402	630.482750036335	1	1	236.669647246348	401.583533932021
PRDX3	1	1	1	1	1	1	187.228152075069	1
PRDX4	153.764534198387	1	1	1	1	1	1	1318.33861927823
PRDX5	236.563800200772	1	1	1	1	1	1	1
PRDX6	350.994546924618	1	1	1	1	1	1	1
PRELID1	191.222668268957	222.060029406861	456.049053061588	1	1	245.496308924028	1	1
PREX1	1	1	1	1	1	191.004372950806	306.30496771782	1
PRF1	1	1	1	1	485.751421951365	1	1	1
PRKAR1A	268.568708501208	1	1	1	1	1	281.342112232365	1
PRKCH	1	1	1	1	563.64863436866	1	1	1
PRMT2	1	1	1	1	1	1	102.720379368078	1
PRNP	1	303.790251620917	1	1	1	1	1	1
PROS1	175.469313584934	1	1	1	1	1	1	1
PRPF40A	209.662857733991	1	278.946202282165	1	1	1	205.901100619231	1
PRPF8	1	1	1	1	1	1	168.181507174109	1
PRR13	1	231.75880020726	1	193.817087233523	1	1	1	1
PRSS23	431.591303357869	1	1	1	1	1	1	1
PSMA4	204.200141530946	1	1	1	1	1	142.486330064247	1
PSMB3	1	1	1	1	1	1	98.4697845128793	1
PSMB4	334.708277835535	1	1	190.812112330286	407.503019234967	206.874910539039	344.142362083582	232.735816998152
PSMB6	188.26889713606	1	1	1	1	1	1	1
PSMB7	210.038536015032	1	1	1	1	1	1	1
PSMB8	1	1	1	1	215.672423273699	1	191.042952881914	1
PSMB9	1	1	1	1	1	1	484.943875426817	1
PSMD7	1	1	1	1	1	1	246.250759780536	1
PSMD8	210.556234588841	1	1	1	1	1	1	268.199567510659
PSME2	1	351.961440698559	361.291545460568	243.155876036187	1	215.239751604107	403.326461046593	230.820863718173
PSMG2	1	1	1	1	1	1	146.088018576372	1
PTAFR	1	230.626387687081	1	1	1	1	1	1
PTBP1	219.353439563328	1	1	1	1	202.56400073292	193.41543893737	1
PTBP3	1	1	269.752760558249	1	1	1	117.799065235261	1
PTDSS1	1	1	1	1	1	1	94.4647656357283	1
PTEN	211.383001353701	227.081293141146	394.710222476535	299.796294453411	1	265.73296915524	191.540038927092	1
PTGES3	269.059354033075	1	1	268.369497483906	334.610624447903	153.777625678486	449.93270514261	1
PTMS	216.360450541475	1	1	1	1	1	1	1
PTP4A1	334.602898032389	1	1	1	1	1	1	1
PTPN1	1	1	1	1	1	1	1	212.642043269084
PTPN2	1	1	1	1	1	1	86.8190254631291	1
PTPN6	1	243.197408309282	1	253.909814769781	1	213.864173128345	1	1
PTPRB	378.543721809883	1	1	1	1	1	1	1
PTPRC	1	413.299044991036	744.948144707862	438.35806388598	1164.39299095893	471.182478430864	670.206681186687	1
PTPRE	1	1	483.80346194779	1	1	290.96807839991	803.420288860812	1
PTPRF	171.798979875458	1	1	1	1	1	1	1
PTRHD1	1	1	1	1	1	1	140.124153532034	1
PTTG1IP	420.540768592358	332.190246925113	1	328.740390745251	1	189.525017147139	255.950445947843	1
PYCARD	1	1	1	1	1	1	246.503007887058	1
QARS	1	1	1	1	1	1	291.14699617819	1
QKI	1	247.853057722323	1	263.390353820821	1	314.565242758651	1	1
RAB10	1	240.866688927752	1	1	1	1	1	1
RAB11A	273.324248461838	1	1	1	1	1	199.249352196946	1
RAB11FIP1	1	1	1	1	1	1	237.98753491946	1
RAB13	225.821306060108	1	1	1	1	1	1	1
RAB1A	226.698922170608	1	1	194.697017633893	1	1	1	1
RAB20	1	222.888081162684	1	1	1	1	1	1
RAB29	1	1	1	1	1	1	137.311340396549	1
RAB2A	250.260197782271	1	1	1	1	1	1	1
RAB31	1	700.26121660977	720.679813728986	619.620055330269	1	549.870672809746	281.452739793814	1
RAB32	1	1	1	1	1	1	161.001598185566	1
RAB3D	185.467152253616	1	1	1	1	1	1	157.249932568796
RAB7B	1	1	1	1	1	1	206.773426731608	1
RAB8A	1	1	1	1	1	1	164.06097137988	1
RABAC1	1	1	1	1	1	1	1	612.735373320939
RAC2	1	1	304.115958523769	1	806.916722823439	290.647847306185	1	375.396390149488
RAD23A	203.285781851101	1	1	1	1	1	134.805958077426	258.022372439747
RAD23B	1	1	1	1	1	1	166.938094601227	1
RALA	1	1	1	210.965223680292	1	194.994112642827	201.365649464466	1
